"stop_id","suspect_race_description","demeanor_of_person_stopped"
"2019-12211",BLACK,CALM
"2019-12212",WHITE,NERVOUS
"2019-12213",WHITE,"BELIGERENT, VERBALLY AGGRESIVE"
"2019-12214",WHITE,CALM
"2019-12215",WHITE,CONFUSED
"2019-12216",BLACK,ANNOYED
"2019-12217",BLACK,ANNOYED
"2019-12218",WHITE,CALM
"2019-12219",BLACK,NORMAL
"2019-12220",WHITE HISPANIC,NERVOUS
"2019-12221",WHITE,CONFUSED
"2019-12222",BLACK,ANGRY
"2019-12223",WHITE,NERVOUS
"2019-12224",WHITE,NERVOUS
"2019-12225",BLACK,UPSET BECAUSE HIS WIFE WAS BEING ARRESTED
"2019-12226",WHITE HISPANIC,CALM
"2019-12227",BLACK HISPANIC,ANNOYED
"2019-12228",BLACK,AGGITATED
"2019-12229",BLACK,AGGITATED
"2019-12230",BLACK,CONFUSED AND UPSET
"2019-12231",BLACK,NERVOUS
"2019-12232",BLACK,NERVOUS
"2019-12233",WHITE HISPANIC,NERVOUS
"2019-12234",WHITE HISPANIC,NERVOUS
"2019-12235",BLACK HISPANIC,NERVOUS
"2019-12236",BLACK,NERVOUS
"2019-12237",BLACK,CALM
"2019-12238",WHITE,NERVOUS
"2019-12239",BLACK,IRATE
"2019-12240",BLACK,CALM
"2019-12241",BLACK,CALM
"2019-12242",BLACK,AGITATED
"2019-12243",WHITE HISPANIC,NERVOUS
"2019-12244",BLACK HISPANIC,ASKED IF I WAS AN OFFICER
"2019-12245",WHITE HISPANIC,NERVOUS
"2019-12246",WHITE HISPANIC,NERVOUS
"2019-12247",WHITE,"UPSET, REMORSEFUL"
"2019-12248",WHITE,NORMAL
"2019-12249",BLACK,CALM
"2019-12250",BLACK,OUT OF BREATH
"2019-12251",BLACK HISPANIC,NERVOUS
"2019-12252",WHITE HISPANIC,NORMAL
"2019-12253",BLACK,CRYING
"2019-12254",WHITE,SURPRISED
"2019-12255",WHITE HISPANIC,CALM
"2019-12256",WHITE HISPANIC,CALM
"2019-12257",WHITE,CALM
"2019-12258",BLACK,CALM
"2019-12259",WHITE HISPANIC,AGITATED
"2019-12260",WHITE HISPANIC,NERVOUS
"2019-12261",WHITE,UPSET
"2019-12262",WHITE,CALM
"2019-12263",WHITE HISPANIC,ANNOYED
"2019-12264",WHITE HISPANIC,CALM
"2019-12265",BLACK HISPANIC,CALM
"2019-12266",BLACK,CALM
"2019-12267",WHITE,NERVOUS
"2019-12268",BLACK,CALM
"2019-12269",BLACK,CALM
"2019-12270",WHITE,TENSE
"2019-12271",WHITE,CALM
"2019-12272",WHITE HISPANIC,NERVOUS
"2019-12273",WHITE,NERVOUS
"2019-12274",WHITE,NERVOUS
"2019-12275",WHITE,CALM
"2019-12276",WHITE,NERVOUS
"2019-12277",WHITE,NERVOUS
"2019-12278",WHITE,TALKATIVE
"2019-12279",WHITE,QUIET
"2019-12280",WHITE,CALM
"2019-12281",WHITE,CALM
"2019-12282",WHITE,CALM
"2019-12283",WHITE,CALM
"2019-12284",WHITE,NERVOUS
"2019-12285",WHITE HISPANIC,COOPERATIVE
"2019-12286",WHITE HISPANIC,NERVOUS
"2019-12287",WHITE HISPANIC,NERVOUS
"2019-12288",WHITE HISPANIC,NERVOUS
"2019-12289",WHITE,I HIT MY CAR CAUSE I DIDNT HAVE MY KEYS
"2019-12290",WHITE HISPANIC,CALM
"2019-12291",WHITE HISPANIC,CALM
"2019-12292",WHITE HISPANIC,CALM
"2019-12293","",CALM
"2019-12294",BLACK,COMPLIANT
"2019-12295",BLACK,NERVOUS/COMBATIVE
"2019-12296",WHITE,CALM
"2019-12297",WHITE,CALM
"2019-12298",BLACK,CALM
"2019-12299",WHITE HISPANIC,CONFUSED
"2019-12300",WHITE,NORMAL
"2019-12301",WHITE HISPANIC,SCARED
"2019-12302",BLACK,NORMAL
"2019-12303",WHITE HISPANIC,AGITATED
"2019-12304",WHITE HISPANIC,ANGRY
"2019-12305",WHITE,ANGRY
"2019-12306",WHITE HISPANIC,ANGRY
"2019-12307",WHITE HISPANIC,UPSET
"2019-12308",WHITE HISPANIC,NERVOUS
"2019-12309",WHITE,NERVOUS
"2019-12310",ASIAN / PACIFIC ISLANDER,NERVOUS
"2019-12311",WHITE HISPANIC,NERVOUS
"2019-12312",BLACK HISPANIC,NERVOUS
"2019-12313",BLACK,SCARRED
"2019-12314",BLACK,NERVOUS
"2019-12315",WHITE,ANXIOUS
"2019-12316",WHITE,ANXIOUS
"2019-12317",WHITE HISPANIC,NORMAL
"2019-12318",ASIAN / PACIFIC ISLANDER,NERVOUS
"2019-12319",WHITE,AGITATED
"2019-12320",WHITE HISPANIC,AGITATED
"2019-12321",WHITE HISPANIC,NERVOUS
"2019-12322",WHITE,NERVOUS
"2019-12323",BLACK,CALM
"2019-12324",BLACK HISPANIC,CRYING/UPSET
"2019-12325",WHITE HISPANIC,NERVOUS
"2019-12326",WHITE,FINE
"2019-12327",BLACK,UNDERSTANDING
"2019-12328",BLACK,UNDERSTANDING
"2019-12329",AMERICAN INDIAN/ALASKAN N,CALM AND UNDERSTANDING
"2019-12330",ASIAN / PACIFIC ISLANDER,CALM UNDERSTANDING
"2019-12331",BLACK,CALM
"2019-12332",BLACK,CALM
"2019-12333",BLACK,CALM
"2019-12334",BLACK,CALM
"2019-12335",BLACK,CALM
"2019-12336",BLACK,CALM
"2019-12337",BLACK,NERVOUS
"2019-12338",BLACK,CALM
"2019-12339",BLACK,CALM
"2019-12340",BLACK,COMPLIANT
"2019-12341",BLACK,COMPLIANT
"2019-12342",BLACK,ANGRY
"2019-12343",BLACK,COMPLIANT
"2019-12344",BLACK,NORMAL
"2019-12345",BLACK,NORMAL
"2019-12346",AMERICAN INDIAN/ALASKAN N,UNCOOPERTIVE
"2019-12347",BLACK,CALM
"2019-12348",BLACK,SUBJECT AGREED TO SPEAK TO DETECTIVE DUE TO AN INVESTIGATION AND OFFERED HIS IDE
"2019-12349",ASIAN / PACIFIC ISLANDER,UNCOOPERTIVE
"2019-12350",WHITE HISPANIC,CALM
"2019-12351",ASIAN / PACIFIC ISLANDER,CONTENT
"2019-12352",BLACK,NERVOUS
"2019-12353",BLACK,NERVOUS
"2019-12354",BLACK,NERVOUS
"2019-12355",BLACK,UNEASY
"2019-12356",BLACK,NORMAL
"2019-12357",BLACK,APPARENTLY NORMAL
"2019-12359",BLACK HISPANIC,VERY CALM
"2019-12360",WHITE HISPANIC,VERY CALM
"2019-12361",WHITE HISPANIC,VERY CALM
"2019-12362",WHITE,COOPERATIVE
"2019-12363",BLACK,REMORSEFUL
"2019-12364",BLACK,NERVOUS
"2019-12365",BLACK,CONFUSED
"2019-12366",BLACK,CALM
"2019-12367",BLACK,CALM
"2019-12368",BLACK,CALM
"2019-12369",BLACK,CALM
"2019-12370",BLACK,NERVOUS
"2019-12371",BLACK,UNDERSTANDING
"2019-12372",BLACK,ANGRY
"2019-12373",BLACK,NORMAL
"2019-12374",BLACK,NORMAL
"2019-12375",BLACK,NORMAL
"2019-12376",BLACK,NORMAL
"2019-12377",BLACK,NORMAL
"2019-12378",BLACK,NORMAL
"2019-12379",BLACK,UNDERSTANDING
"2019-12380",BLACK,CALM
"2019-12381",BLACK,CALM
"2019-12382",BLACK,CALM
"2019-12383",BLACK,CALM
"2019-12384",BLACK,UNCOOPERATIVE
"2019-12385",BLACK,CALM
"2019-12386",BLACK,CALM
"2019-12387",BLACK,CALM
"2019-12388",BLACK,NERVOUS
"2019-12389",BLACK,CALM
"2019-12390",BLACK,"CALM, NERVOUS"
"2019-12391",BLACK,CALM AND RELAXED
"2019-12393",BLACK,CALM
"2019-12394",BLACK,CALM
"2019-12395",BLACK,CALM
"2019-12396",BLACK,COMBATIVE AND IRATE
"2019-12398",BLACK,VERY AGGRESSIVE AND COMBATIVE
"2019-12401",BLACK,CALM
"2019-12402",BLACK,UNDERSTANDING
"2019-12403",BLACK,AGGRESIVE STANCE/TENSED HIS BODY
"2019-12404",BLACK,SWEATING
"2019-12405",BLACK HISPANIC,NERVOUS
"2019-12406",BLACK,NERVOUS
"2019-12407",BLACK,"ERRACTIC, NERVOUS, AGITATED"
"2019-12409",BLACK,VERY COOPERATIVE
"2019-12410",BLACK,COMPLIANT
"2019-12411",BLACK,COMPLIANT
"2019-12412",BLACK,AGITATED
"2019-12413",BLACK,NERVOUS
"2019-12414",BLACK,CALM
"2019-12415",BLACK,CALM
"2019-12416",BLACK,UNDERSTANDING
"2019-12417",WHITE HISPANIC,CALM
"2019-12418",BLACK,CALM
"2019-12419",BLACK,CALM
"2019-12420",BLACK,CALM
"2019-12421",BLACK,CALM
"2019-12422",BLACK,CALM AND COOPERATIVE
"2019-12424",BLACK,NERVOUS
"2019-12425",BLACK,NERVOUS
"2019-12426",BLACK,UPSET
"2019-12427",BLACK,ANNOYED
"2019-12428",BLACK,NERVOUS
"2019-12430",BLACK,AGITATED
"2019-12431",BLACK,UPSET
"2019-12432",BLACK,HIGHLY AGITATED
"2019-12433",BLACK,CALM
"2019-12434",BLACK,UNDERSTANDING
"2019-12435",BLACK,NERVOUS
"2019-12436",BLACK,UNCOOPERTIVE
"2019-12437",BLACK,CALM
"2019-12438",BLACK,NERVOUS
"2019-12439",BLACK,CALM
"2019-12440",BLACK,COOPERATIVE
"2019-12441",BLACK,CALM
"2019-12442",BLACK,CALM
"2019-12443",BLACK,CALM
"2019-12444",BLACK,COMBATIVE
"2019-12445",BLACK,CONFUSED AND ANNOYED
"2019-12446",BLACK,UNHAPPY
"2019-12447",BLACK,CALM
"2019-12448",BLACK,FINE
"2019-12449",BLACK,"AGITATED, NERVOUS, CONFRONTATIONAL, EVASIVE"
"2019-12450",BLACK,CALM
"2019-12451",BLACK,QUIET
"2019-12452",BLACK,ANNOYED
"2019-12453",BLACK,COMPLIANT
"2.02E+12",BLACK,NERVOUS
"2019-12454",BLACK,"CALM, APPARENTLY NORMAL"
"2019-12455",WHITE,CALM
"2019-12456",ASIAN / PACIFIC ISLANDER,CALM
"2019-12457",WHITE HISPANIC,COMPLIANT AND UNDERSTANDING
"2019-12462",BLACK,ANNOYED
"2019-12463",BLACK,NERVOUS
"2019-12464",BLACK,NERVOUS
"2019-12465",BLACK,APP NORMAL
"2019-12466",BLACK,AGGRAVATED
"2019-12469",BLACK,UPSET
"2019-12470",BLACK,UNBOTHERED
"2019-12471",BLACK,BOTHERED
"2019-12472",BLACK,NERVOUS
"2019-12473",ASIAN / PACIFIC ISLANDER,CALM/ UNDERSTANDING
"2019-12474",BLACK,CALM
"2019-12475",BLACK,CALM
"2019-12476",BLACK,FINE
"2019-12477",BLACK,APPARENT EDP
"2019-12478",BLACK,APPARENT EDP
"2019-12479",BLACK,NERVOUS
"2019-12480",BLACK,FLED ON FOOT
"2019-12481",BLACK,NOT COMPLIANT
"2019-12482",BLACK,COMPLIANT
"2019-12483",BLACK,NORMAL
"2019-12484",BLACK,NORMAL
"2019-12485",BLACK,CALM
"2019-12486",BLACK,NORMAL
"2019-12487",BLACK,UPSET
"2019-12488",BLACK,AGITATED/NERVOUS
"2019-12489",ASIAN / PACIFIC ISLANDER,N/A
"2019-12490",BLACK,CALM
"2019-12491",BLACK,NERVOUS
"2019-12492",BLACK,NERVOUS AND ANXIOUS
"2019-12493",BLACK,CALM
"2019-12494",BLACK,CONFUSED
"2019-12495",BLACK,CALM
"2019-12496",BLACK,UNCOOPERATIVE AND IRRIATE
"2019-12497",BLACK,COOPERATIVE
"2019-12498",BLACK,CALM
"2019-12499",BLACK,CALM
"2019-12500",BLACK,CALM
"2019-12501",BLACK,COOPERATIVE
"2019-12502",BLACK,CALM
"2019-12503",BLACK,CALM
"2019-12504",BLACK,TRIED TO WALK AWAY
"2019-12505",BLACK,NORMAL
"2019-12506",BLACK,ANGRY AND UPSET
"2019-12507",WHITE,COOPERATIVE
"2019-12508",BLACK,NERVOUS
"2019-12509",WHITE,UNCOOPERATIVE/AGGITATED
"2019-12510",WHITE HISPANIC,"CALM,COOPERATIVE"
"2019-12511",WHITE HISPANIC,"CALM,COOPERATIVE"
"2019-12512",WHITE HISPANIC,"CALM,COOPERATIVE"
"2019-12513",WHITE,COMPLIANT
"2019-12514",WHITE,COMPLIANT
"2019-12515",BLACK,CALM
"2019-12516",BLACK,NERVOUS
"2019-12517",BLACK,NERVOUS
"2019-12518",WHITE,NORMAL
"2019-12520",WHITE HISPANIC,CALM
"2019-12521",WHITE HISPANIC,CALM
"2019-12522",BLACK HISPANIC,HOSTILE
"2019-12523",WHITE,COOPERATIVE
"2019-12524",BLACK HISPANIC,CALM
"2019-12525",BLACK HISPANIC,CALM
"2019-12526",BLACK HISPANIC,CALM
"2019-12527",WHITE HISPANIC,UPSET AND NERVOUS
"2019-12528",WHITE HISPANIC,CALM
"2019-12530",WHITE,COMPLIANT
"2019-12531",WHITE HISPANIC,APPARENTLY NORMAL
"2019-12532",ASIAN / PACIFIC ISLANDER,UNCOOPERATIVE
"2019-12533",BLACK,UNCOOPERATIVE
"2019-12534",BLACK,UNCOOPERATIVE
"2019-12535",BLACK,UNCOOPERATIVE
"2019-12536",WHITE HISPANIC,HIGHLY UNCOOPERATIVE
"2019-12537",BLACK,IRRATE
"2019-12538",WHITE HISPANIC,IRRATE
"2019-12539",BLACK HISPANIC,ANNOYED
"2019-12540",BLACK HISPANIC,"IRATE, ANGRY, VERBALLY ABUSIVE"
"2019-12541",BLACK HISPANIC,ANNOYED
"2019-12542",WHITE HISPANIC,ANNOYED
"2019-12543",WHITE HISPANIC,HIGHLY IRRATE
"2019-12544",BLACK,CALM
"2019-12545",WHITE HISPANIC,AGITATED
"2019-12546",BLACK,COOPERATIVE
"2019-12547",BLACK,CALM
"2019-12548",WHITE HISPANIC,CALM
"2019-12549",BLACK,IN A RUSH TO LEAVE
"2019-12550",BLACK,AGITATED
"2019-12551",BLACK,AGITATED
"2019-12552",BLACK,UNDERSTANDING
"2019-12553",BLACK,SURPRISED AND UPSET
"2019-12554",WHITE HISPANIC,CALM
"2019-12555",BLACK,IRATE
"2019-12556",WHITE,ANGRY
"2019-12557",WHITE HISPANIC,CALM
"2019-12558",BLACK,CALM
"2019-12559",BLACK HISPANIC,CALM
"2019-12560",WHITE HISPANIC,IRRATED
"2019-12561",ASIAN / PACIFIC ISLANDER,A BIT IRATE
"2019-12562",ASIAN / PACIFIC ISLANDER,NORMAL
"2019-12563",WHITE HISPANIC,NORMAL
"2019-12564",WHITE HISPANIC,CALM
"2019-12565",BLACK HISPANIC,CONFUSED
"2019-12566",WHITE HISPANIC,"OUT OF BREATH, SLIGHTLY IRRITATED"
"2019-12567",BLACK,AGITATED
"2019-12568",WHITE HISPANIC,SURPRISED
"2019-12569",BLACK,CALM
"2019-12570",BLACK,COOPERATIVE
"2019-12571",WHITE HISPANIC,COMPLIANT
"2019-12572",WHITE HISPANIC,COMPLIANT
"2019-12573",WHITE HISPANIC,COMPLIANT
"2019-12574",WHITE HISPANIC,CALM
"2019-12575",WHITE,CALM
"2019-12576",WHITE,INTOXICATED
"2019-12577",BLACK,"IRATE, UNCOOPERATIVE"
"2019-12578",BLACK,CALM AND COOPERATIVE
"2019-12579",WHITE,"HYPER, TALKATIVE"
"2019-12580",WHITE HISPANIC,ANGRY
"2019-12581",BLACK,INTOXICATED/COMBATIVE
"2019-12582",WHITE,AGGRAVATED
"2019-12583",WHITE,COMPLIANT BUT ANNOYED
"2019-12584",ASIAN / PACIFIC ISLANDER,NERVOUS
"2019-12585",BLACK,CALM
"2019-12586",BLACK,ANGRY
"2019-12587",BLACK HISPANIC,NOTHING TO REPORT
"2019-12588",BLACK,CALM
"2019-12590",WHITE,CALM
"2019-12591",BLACK,NERVOUS
"2019-12592",BLACK HISPANIC,CALM
"2019-12593",BLACK,CALM
"2019-12594",BLACK,CALM
"2019-12595",WHITE,COMPLIANT CALM
"2019-12596",BLACK,CALM
"2019-12597",BLACK,CONTENT
"2019-12598",WHITE HISPANIC,ANNOYED
"2019-12599",WHITE,ANXIOUS
"2019-12600",WHITE,IRRITATED
"2019-12601",WHITE HISPANIC,NERVOUS
"2019-12602",WHITE HISPANIC,CALM AND COMPLIANT
"2019-12603",BLACK,SURPRISED
"2019-12604",BLACK,CALM AND UNDERSTANDING FOR BEING STOPPED
"2019-12605",WHITE HISPANIC,CALM
"2019-12606",WHITE HISPANIC,NERVOUS
"2019-12607",BLACK,CALM AND COOPERATIVE
"2019-12608",BLACK,CALM AND COOPERATIVE
"2019-12609",WHITE HISPANIC,COOPERATIVE
"2019-12610",BLACK,AGGITATED
"2019-12611",BLACK,CALM
"2019-12612",WHITE HISPANIC,CALM
"2019-12613",BLACK HISPANIC,SURPRISED COOPERATIVE UNDERSTANDING
"2019-12614",WHITE,"AGITATED, EXCITED"
"2019-12615",BLACK HISPANIC,COOPERATIVE
"2019-12616",BLACK,COOPERATIVE
"2019-12617",BLACK,ANNOYED
"2019-12618",BLACK,NORMAL
"2019-12620",ASIAN / PACIFIC ISLANDER,COMPLIANT
"2019-12621",BLACK,MENTALLY DISTURBED // EDP
"2019-12622",BLACK,FRANTIC
"2019-12623",BLACK,CALM
"2019-12624",BLACK,NERVOUS
"2019-12625",WHITE HISPANIC,AGGRAVATED
"2019-12626",BLACK HISPANIC,NERVOUS
"2019-12627",BLACK HISPANIC,UPSET
"2019-12628",WHITE HISPANIC,CALM
"2019-12629",BLACK HISPANIC,NORMAL
"2019-12630",WHITE HISPANIC,NORMAL
"2019-12631",WHITE HISPANIC,NERVOUS
"2019-12632",BLACK,CALM
"2019-12633",WHITE,CALM
"2019-12634",WHITE,FRIGHTENED & NERVOUS
"2019-12635",BLACK,CALM
"2019-12636",WHITE,CALM
"2019-12637",WHITE HISPANIC,COOPERATIVE
"2019-12638",WHITE,NERVOUS
"2019-12639",WHITE HISPANIC,CALM
"2019-12640",WHITE HISPANIC,NERVOUS
"2019-12641",WHITE,NORMAL
"2019-12642",WHITE HISPANIC,NORMAL
"2019-12643",BLACK,ANNOYED
"2019-12644",BLACK,"IRRATE, UNCOOPERATIVE"
"2019-12645",BLACK,IRRITABLE/IRATE
"2019-12646",BLACK,CALM/COMPLIANT
"2019-12647",WHITE,NERVOUS AND SWEATING
"2019-12648",BLACK,DEFT REFUSED TO COMPLY DEFT COBATIVE
"2019-12649",WHITE HISPANIC,NERVOUS
"2019-12650",WHITE HISPANIC,CALM
"2019-12651",WHITE HISPANIC,CALM
"2019-12653",WHITE HISPANIC,APOLOGETIC
"2019-12654",BLACK,CALM
"2019-12655",BLACK,ANGRY
"2019-12656",WHITE,"CONFUSED, INTOXICATED ON ALCOHOL"
"2019-12657",BLACK HISPANIC,COMPLIANT AND CALM
"2019-12658",ASIAN / PACIFIC ISLANDER,CALM
"2019-12659",WHITE,INTOXICATED
"2019-12660",WHITE,CALM
"2019-12661",WHITE,CALM
"2019-12662",WHITE,CALM
"2019-12663",BLACK,CALM/COMPLIANT
"2019-12664",WHITE,CALM
"2019-12665",BLACK,CALM
"2019-12666",WHITE HISPANIC,INTOXICATED
"2019-12667",WHITE HISPANIC,CALM
"2019-12668",BLACK HISPANIC,CALM
"2019-12669",BLACK HISPANIC,CALM
"2019-12670",BLACK HISPANIC,CALM
"2019-12671",BLACK HISPANIC,CALM
"2019-12672",BLACK,"CALM, UNDERSTANDING"
"2019-12673",BLACK,CALM
"2019-12674",BLACK,"CALM, UNDERSTANDING"
"2019-12675",BLACK,CALM/ UNDERSTANDING
"2019-12676",WHITE HISPANIC,"""CALM"""
"2019-12677",WHITE HISPANIC,CALM
"2019-12678",WHITE HISPANIC,NERVOUS
"2019-12679",WHITE HISPANIC,"WAS COOPERATIVE ONCE EXPLAINED REASON FROM STOP, MALE STOPED WAS COMBATIVE AND A"
"2019-12680",BLACK,CALM
"2019-12681",WHITE HISPANIC,CALM AND COMPLIANT
"2019-12682",WHITE HISPANIC,CALM AND COMPLIANT
"2019-12683",WHITE HISPANIC,CALM AND COMPLIANT
"2019-12684",BLACK,ANGRY NOT WILLING TO LET OFFICERS EXPLAIN THE STOP CORRECTLY
"2019-12685",WHITE,FRUSTRATED NOT LETTING OFFICER SPEAK
"2019-12686",BLACK HISPANIC,CALM
"2019-12687",WHITE HISPANIC,CALM
"2019-12688",BLACK,CALM
"2019-12689",WHITE HISPANIC,CALM
"2019-12690",BLACK HISPANIC,NERVOUS
"2019-12691",BLACK,ANGRY
"2019-12692",WHITE HISPANIC,NERVOUS
"2019-12693",BLACK,NERVOUS
"2019-12694",WHITE HISPANIC,CALM
"2019-12695",BLACK,CONFUSED / UPSET
"2019-12696",BLACK,CALM
"2019-12697",WHITE HISPANIC,COOPERATIVE / DECEPTIVE
"2019-12698",BLACK,"COOOPERATIVE, NERVOUS"
"2019-12699",ASIAN / PACIFIC ISLANDER,CALM
"2019-12700",WHITE HISPANIC,NORMAL
"2019-12701",BLACK,COOPERATIVE
"2019-12702",BLACK HISPANIC,NEAUTRAL
"2019-12703",BLACK,NERVOUS
"2019-12704",WHITE HISPANIC,NERVOUS
"2019-12705",WHITE HISPANIC,COOPERATIVE.
"2019-12707",BLACK,CALM
"2019-12708",WHITE,CALM
"2019-12709",WHITE,CALM/DISORIENTED
"2019-12711",BLACK HISPANIC,NERVOUS
"2019-12712",BLACK HISPANIC,NERVOUS
"2019-12713",WHITE,CALM
"2019-12714",WHITE HISPANIC,UNCOOPERATIVE THEN CALM
"2019-12715",WHITE HISPANIC,NERVOUS
"2019-12716",BLACK,CALM
"2019-12717",BLACK,CALM
"2019-12719",BLACK,CALM
"2019-12720",WHITE,NERVOUS
"2019-12721",WHITE HISPANIC,NERVOUS
"2019-12722",WHITE HISPANIC,CALM AND CONFUSED.
"2019-12723",WHITE,OUT OF BREATH/NERVOUS
"2019-12724",BLACK,CALM/ IRRITATED
"2019-12725",BLACK,NERVOUS/BELLIGERENT/SHAKING
"2019-12726",WHITE,NERVOUS
"2019-12727",WHITE,NERVOUS
"2019-12728",ASIAN / PACIFIC ISLANDER,NERVOUS
"2019-12729",BLACK,RELAXED
"2019-12730",BLACK HISPANIC,NONCHALANT
"2019-12731",BLACK,ANGRY
"2019-12732",BLACK,CALM
"2019-12733",BLACK,"HOSTILE, AGITATED AND IRRITATED"
"2019-12734",WHITE HISPANIC,COOPERATIVE
"2019-12735",WHITE,NERVOUS
"2019-12736",WHITE HISPANIC,CALM
"2019-12737",ASIAN / PACIFIC ISLANDER,APOLOGETIC
"2019-12738",ASIAN / PACIFIC ISLANDER,CONFUSED
"2019-12739",WHITE HISPANIC,CALM
"2019-12740",WHITE,COMPLIANT
"2019-12741",WHITE,COMPLIANT
"2019-12742",WHITE,COMPLIANT
"2019-12743",BLACK,COOPERATIVE
"2019-12744",WHITE,CALM
"2019-12745",WHITE,CALM
"2019-12746",WHITE,CALM
"2019-12747",WHITE,CALM
"2019-12748",ASIAN / PACIFIC ISLANDER,CALM
"2019-12750",WHITE HISPANIC,ANGRY
"2019-12751",BLACK,UNCOOPERATIVE
"2019-12752",BLACK,NON COMPLIANT
"2019-12753",WHITE HISPANIC,NOT COMPLIANT.
"2019-12754",WHITE HISPANIC,RESISTING
"2019-12755",BLACK,ANGRY
"2019-12756",WHITE HISPANIC,CALM
"2019-12757",BLACK,CALM
"2019-12758",WHITE HISPANIC,CALM
"2019-12759",BLACK,NERVOUS
"2019-12760",WHITE HISPANIC,NERVOUS
"2019-12761",WHITE HISPANIC,CALM
"2019-12762",WHITE HISPANIC,COMPLIANT
"2019-12764",BLACK,APOLOGETIC
"2019-12765",BLACK,NERVOUS
"2019-12766",WHITE HISPANIC,CALM
"2019-12767",WHITE HISPANIC,EXREMELY DISGRUNTLED AND AGITATED
"2019-12768",WHITE HISPANIC,CALM
"2019-12769",WHITE HISPANIC,UNHAPPY
"2019-12770",WHITE HISPANIC,ANNOYED
"2019-12771",ASIAN / PACIFIC ISLANDER,NORMAL
"2019-12772",WHITE HISPANIC,CALM
"2019-12773",WHITE HISPANIC,CALM
"2019-12774",ASIAN / PACIFIC ISLANDER,NERVOUS
"2019-12775",WHITE HISPANIC,INDIFFERENT
"2019-12776",WHITE HISPANIC,INDIFFERENT
"2019-12777",WHITE HISPANIC,CALM COOPERATIVE
"2019-12778",WHITE HISPANIC,CALM COOPERATIVE
"2019-12779",BLACK HISPANIC,COMPLIANT
"2019-12780",WHITE HISPANIC,NERVOUS
"2019-12781",WHITE HISPANIC,CALM
"2019-12782",WHITE HISPANIC,"ANXIOUS, EXCITED"
"2019-12783",BLACK,CALM/ COOPERATIVE
"2019-12784",BLACK,THANKFUL
"2019-12785",BLACK,THANKFUL
"2019-12786",BLACK,CALM
"2019-12787",WHITE HISPANIC,UNDERSTANDING
"2019-12788",WHITE HISPANIC,INTOX
"2019-12789",WHITE HISPANIC,"NERVOUS, SCARED, LOOKING AROUND"
"2019-12790",BLACK,UPSET
"2019-12791",WHITE HISPANIC,"CALM, UNDERSTANDING"
"2019-12792",BLACK,CALM
"2019-12793",WHITE HISPANIC,NERVOUS
"2019-12794",WHITE HISPANIC,INTOXICATED
"2019-12795",WHITE HISPANIC,CALM AND CONFUSED
"2019-12796",BLACK,NORMAL BEHAVIOR
"2019-12797",WHITE HISPANIC,ANXIOUS
"2019-12798",WHITE HISPANIC,CALM
"2019-12799",BLACK,COOPERATIVE
"2019-12800",WHITE HISPANIC,NERVOUS
"2019-12801",BLACK HISPANIC,CALM
"2019-12802",BLACK HISPANIC,CALM
"2019-12803",BLACK,NORMAL
"2019-12804",BLACK,NORMAL BEHAVIOR
"2019-12805",WHITE HISPANIC,NERVOUS
"2019-12806",WHITE HISPANIC,COOPERATIVE
"2019-12807",WHITE HISPANIC,CALM
"2019-12808",WHITE HISPANIC,"NERVOUS, LOOKING AROUND, TALKING VERY LOUD AND AGGRESSIVE"
"2019-12809",WHITE HISPANIC,"NERVOUS, ANGRY, SWEATING, AGGRESSIVE AND REACHING INTO POCKETS"
"2019-12810",WHITE HISPANIC,"AGGRESSIVE, RESISTING"
"2019-12811",WHITE HISPANIC,INTOX
"2019-12812",WHITE HISPANIC,CALM
"2019-12813",BLACK HISPANIC,NORMAL
"2019-12814",WHITE HISPANIC,AGITATED
"2019-12815",WHITE HISPANIC,CALM
"2019-12816",BLACK,CALM
"2019-12817",BLACK,CALM
"2019-12818",BLACK,CALM
"2019-12819",BLACK HISPANIC,CALM
"2019-12820",BLACK HISPANIC,CALM
"2019-12821",WHITE HISPANIC,"SWEATING, WORKED UP, NERVOUS AND AGITATED"
"2019-12822",WHITE HISPANIC,IRATE
"2019-12823",BLACK HISPANIC,CALM
"2019-12824",BLACK,CALM
"2019-12825",BLACK,NERVOUS
"2019-12826",BLACK,CALM
"2019-12827",BLACK,UPSET
"2019-12828",WHITE HISPANIC,CALM
"2019-12829",BLACK,CALM
"2019-12830",BLACK,CALM
"2019-12831",BLACK,CALM
"2019-12832",WHITE HISPANIC,CALM
"2019-12833",WHITE HISPANIC,N/A
"2019-12834",WHITE HISPANIC,"WORKED UP, NON COMPLIANT"
"2019-12835",WHITE HISPANIC,WORKED UP
"2019-12836",WHITE HISPANIC,WORKED UP
"2019-12837",WHITE HISPANIC,TIRED
"2019-12838",WHITE HISPANIC,INTOX
"2019-12842",WHITE HISPANIC,NERVOUS
"2019-12843",WHITE HISPANIC,NERVOUS
"2019-12845",WHITE HISPANIC,APPARENTLY NORMAL
"2019-12846",WHITE HISPANIC,CALM
"2019-12847",WHITE HISPANIC,CALM
"2019-12848",WHITE HISPANIC,ANGRY
"2019-12849",WHITE HISPANIC,NERVOUS
"2019-12850",WHITE HISPANIC,NERVOUS
"2019-12851",WHITE HISPANIC,NERVOUS
"2019-12852",WHITE HISPANIC,CALM & COOPERATIVE
"2019-12853",WHITE HISPANIC,CALM
